, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
2634,80,115201799,16,15,1830,1845,1746,0,114.375,435.1025741,1833,0,123.0,473.0619108,31.9005435,0.26909302,3840059.967,4848103.341,10000000,6,115000000,7680119.933,4175136.93,10000000,287,110000000,7877604.357,4263552.556,10000000,6,0,0,0,0,332,444,0.13888672,0.1302063,0,1833,114.84375,439.4619224,193126.7813,0,0,0,1,0,0,0,0,0,118.5483871,114.375,123.0,332,0,0,0,0,0,0,16,1830,15,1845,8192,1095,15,20,25789.0,9517.117526,54479,22751,10000000.0,450.9564986,10000000,9999702,1
2635,80,86965,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,34.49663658,43482.5,59352.42189,85451,1514,0,0.0,0.0,0,0,1514,1514.0,0.0,1514,1514,0,0,0,0,32,64,11.49887886,22.99775772,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,237,237,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2636,53,180,2,2,92,284,46,46,46.0,0.0,142,142,142.0,0.0,2088888.889,22222.22222,60.0,97.86214794,173,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,11111.11111,11111.11111,46,142,84.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,105.5,46.0,142.0,64,0,0,0,0,0,0,2,92,2,284,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2637,88,705,2,2,504,2884,252,252,252.0,0.0,1442,1442,1442.0,0.0,4805673.759,5673.758865,235.0,400.9700737,698,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,2836.879433,2836.879433,252,1442,728.0,651.7898434,424830.0,0,0,0,0,0,0,0,0,1,910.0,252.0,1442.0,64,0,0,0,0,0,0,2,504,2,2884,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2638,443,5137667,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,32.89430786,1.16784525,1027533.4,2274231.332,5095712,49,5137667,1284416.75,2540914.306,5095712,49,0,0.0,0.0,0,0,1,0,0,0,160,32,0.973204375,0.194640875,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,160,0,0,0,0,0,0,5,123,1,46,309,349,2,32,36497.0,0.0,36497,36497,5095712.0,0.0,5095712,5095712,1
2639,443,117464492,14,14,845,5193,226,0,60.35714286,78.44312701,1460,0,370.9285714,565.5942368,51.40276774,0.238369907,4350536.741,15600000.0,58800000,4,117000000,9035730.154,22000000.0,58800000,24,117000000,9029752.615,22000000.0,58900000,4,0,0,0,0,292,292,0.119184953,0.119184953,0,1460,208.2068966,420.829655,177097.5985,0,0,0,1,0,0,0,0,1,215.6428571,60.35714286,370.9285714,292,0,0,0,0,0,0,14,845,14,5193,8192,32,13,20,91510.0,36411.75659,117257,65763,58600000.0,334882.236,58800000,58400000,1
2640,80,102589058,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.82720916,0.16570968,6411816.125,13200000.0,51300000,103,103000000,7891458.077,14300000.0,51300000,218,103000000,51300000.0,28100000.0,71200000,31400000,0,0,0,0,456,100,0.136466796,0.029242885,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3207452.5,4534974.894,6414164,741,19200000.0,18800000.0,51300000,5766638,0
2641,80,98264910,5,7,424,11595,412,0,84.8,182.9349611,8688,0,1656.428571,3174.60191,122.3122272,0.122118872,8933173.636,29600000.0,98200000,44,98300000,24600000.0,49100000.0,98200000,802,98300000,16400000.0,40100000.0,98300000,46,0,0,0,0,144,232,0.050882863,0.071236009,0,8688,925.0,2393.073338,5726800.0,1,0,0,0,0,0,0,0,1,1002.083333,84.8,1656.428571,144,0,0,0,0,0,0,5,424,7,11595,0,235,2,20,11975.0,0.0,11975,11975,98200000.0,0.0,98200000,98200000,0
2642,0,118995574,114,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.958018825,1053058.177,2421255.473,12500000,0,119000000,1053058.177,2421255.473,12500000,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.958018825,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,114,0,0,0,-1,-1,0,0,3169524.0,3437223.701,9458509,3,8052203.111,2945984.522,12500000,5001539,1
2643,443,5115205,9,7,390,3974,209,0,43.33333333,73.96113844,1460,0,567.7142857,635.5170373,853.1427382,3.127929379,341013.6667,1223969.852,4761634,3,5115205,639400.625,1667335.631,4761634,3,322481,53746.83333,89664.67222,231101,50,0,0,0,0,204,152,1.759460276,1.368469103,0,1460,256.7058824,475.6433491,226236.5956,0,0,0,1,0,0,0,0,0,272.75,43.33333333,567.7142857,204,0,0,0,0,0,0,9,390,7,3974,8192,119,7,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2644,80,48746,3,4,440,860,440,0,146.6666667,254.0341184,860,0,215.0,430.0,26668.85488,143.6015263,8124.333333,12146.40959,24046,2,24649,12324.5,15930.40867,23589,1060,25201,8400.333333,14505.65587,25150,2,0,0,0,0,104,136,61.54351126,82.05801502,0,860,162.5,321.1474962,103135.7143,0,0,0,1,0,0,0,0,1,185.7142857,146.6666667,215.0,104,0,0,0,0,0,0,3,440,4,860,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2645,53,30750,1,1,46,62,46,46,46.0,0.0,62,62,62.0,0.0,3512.195122,65.04065041,30750.0,0.0,30750,30750,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.5203252,32.5203252,46,62,51.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,77.0,46.0,62.0,32,0,0,0,0,0,0,1,46,1,62,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2646,53,196,2,2,66,122,33,33,33.0,0.0,61,61,61.0,0.0,959183.6735,20408.16327,65.33333333,30.022214,100,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,10204.08163,10204.08163,33,61,44.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,55.25,33.0,61.0,64,0,0,0,0,0,0,2,66,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2647,53,201,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,1124378.109,19900.49751,67.0,28.61817604,100,49,52,52.0,0.0,52,52,49,49.0,0.0,49,49,0,0,0,0,64,64,9950.248756,9950.248756,34,79,52.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,64,0,0,0,0,0,0,2,68,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2648,80,84663,3,7,311,11595,311,0,103.6666667,179.5559337,5792,0,1656.428571,1947.638216,140628.1374,118.1153515,9407.0,23840.376,72107,4,12032,6016.0,8502.251937,12028,4,84628,14104.66667,28812.36473,72107,47,0,0,0,0,104,232,35.43460544,82.68074602,0,5792,1082.363636,1708.10294,2917615.655,0,0,0,1,0,0,0,0,2,1190.6,103.6666667,1656.428571,104,0,0,0,0,0,0,3,311,7,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2649,53,60926,2,2,66,244,33,33,33.0,0.0,122,122,122.0,0.0,5088.13971,65.65341562,20308.66667,35130.61607,60874,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,64,64,32.82670781,32.82670781,33,122,68.6,48.74730762,2376.3,0,0,0,0,0,0,0,0,1,85.75,33.0,122.0,64,0,0,0,0,0,0,2,66,2,244,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2650,80,85823026,8,6,376,11595,376,0,47.0,132.9360749,5792,0,1932.5,2181.008184,139.4847112,0.163126385,6601771.231,23700000.0,85600000,1,85600000,12200000.0,32300000.0,85600000,1,235365,47073.0,98020.54268,222135,46,0,0,0,0,264,200,0.093215077,0.069911308,0,5792,798.0666667,1620.825207,2627074.352,0,0,0,0,1,0,0,0,0,855.0714286,47.0,1932.5,264,0,0,0,0,0,0,8,376,6,11595,274,235,1,32,1048.0,0.0,1048,1048,85600000.0,0.0,85600000,85600000,0
2651,443,94896,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.07570393,94896.0,0.0,94896,94896,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.53785196,10.53785196,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,254,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2652,53,106753,1,1,47,143,47,47,47.0,0.0,143,143,143.0,0.0,1779.809467,18.73483649,106753.0,0.0,106753,106753,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,9.367418246,9.367418246,47,143,79.0,55.42562584,3072.0,0,0,0,0,0,0,0,0,1,118.5,47.0,143.0,40,0,0,0,0,0,0,1,47,1,143,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
2653,80,32568,2,2,12,11,6,6,6.0,0.0,11,0,5.5,7.778174593,706.2146893,122.819946,10856.0,17733.6185,31321,16,1247,1247.0,0.0,1247,1247,32552,32552.0,0.0,32552,32552,0,0,0,0,40,64,61.40997298,61.40997298,0,11,5.8,3.898717738,15.2,1,0,0,0,0,0,0,0,1,7.25,6.0,5.5,40,0,0,0,0,0,0,2,12,2,11,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2654,53,158,2,2,76,132,38,38,38.0,0.0,66,66,66.0,0.0,1316455.696,25316.4557,52.66666667,51.59780357,106,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,12658.22785,12658.22785,38,66,49.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,61.5,38.0,66.0,40,0,0,0,0,0,0,2,76,2,132,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2655,53,68111,1,1,43,92,43,43,43.0,0.0,92,92,92.0,0.0,1982.058698,29.36383257,68111.0,0.0,68111,68111,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14.68191628,14.68191628,43,92,59.33333333,28.29016319,800.3333333,0,0,0,0,0,0,0,0,1,89.0,43.0,92.0,20,0,0,0,0,0,0,1,43,1,92,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2656,53,200,2,2,76,108,38,38,38.0,0.0,54,54,54.0,0.0,920000.0,20000.0,66.66666667,74.76853171,149,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,64,10000.0,10000.0,38,54,44.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,55.5,38.0,54.0,64,0,0,0,0,0,0,2,76,2,108,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2657,53,75128,1,1,51,275,51,51,51.0,0.0,275,275,275.0,0.0,4339.260995,26.6212331,75128.0,0.0,75128,75128,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13.31061655,13.31061655,51,275,125.6666667,129.3264603,16725.33333,0,0,0,0,0,0,0,0,1,188.5,51.0,275.0,20,0,0,0,0,0,0,1,51,1,275,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2658,80,85393238,6,8,374,11595,356,0,62.33333333,143.8967222,4344,0,1449.375,1894.680443,140.163323,0.163947408,6568710.615,23600000.0,85200000,1,85300000,17100000.0,38100000.0,85200000,1,85400000,12200000.0,32200000.0,85200000,46,0,0,0,0,164,264,0.070263175,0.093684233,0,4344,798.3333333,1523.647863,2321502.81,1,0,0,0,0,0,0,0,1,855.3571429,62.33333333,1449.375,164,0,0,0,0,0,0,6,374,8,11595,0,235,3,20,9989.0,0.0,9989,9989,85200000.0,0.0,85200000,85200000,0
2659,53,61867,2,2,60,344,30,30,30.0,0.0,172,172,172.0,0.0,6530.13723,64.65482406,20622.33333,35676.5016,61818,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,64,80,32.32741203,32.32741203,30,172,86.8,77.77660317,6049.2,0,0,0,0,0,0,0,0,1,108.5,30.0,172.0,64,0,0,0,0,0,0,2,60,2,344,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2660,443,220184,7,7,376,3788,201,0,53.71428571,78.68653906,1460,0,541.1428571,661.7178222,18911.45587,63.58318497,16937.23077,21686.06686,70227,18,217912,36318.66667,21455.85408,70227,12435,180139,30023.16667,44495.35401,110763,49,0,0,0,0,152,152,31.79159249,31.79159249,0,1460,277.6,505.5754571,255606.5429,0,0,0,1,0,0,0,0,1,297.4285714,53.71428571,541.1428571,152,0,0,0,0,0,0,7,376,7,3788,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2661,53,30336,1,1,46,102,46,46,46.0,0.0,102,102,102.0,0.0,4878.691983,65.92827004,30336.0,0.0,30336,30336,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.96413502,32.96413502,46,102,64.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,97.0,46.0,102.0,20,0,0,0,0,0,0,1,46,1,102,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2662,56622,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,62,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2663,53,23760,1,1,57,89,57,57,57.0,0.0,89,89,89.0,0.0,6144.781145,84.17508418,23760.0,0.0,23760,23760,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.08754209,42.08754209,57,89,67.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,101.5,57.0,89.0,32,0,0,0,0,0,0,1,57,1,89,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2664,53,210,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,742857.1429,19047.61905,70.0,38.10511777,114,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,9523.809524,9523.809524,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,64,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2665,53,197,2,2,80,336,40,40,40.0,0.0,168,168,168.0,0.0,2111675.127,20304.56853,65.66666667,107.6769861,190,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,10152.28426,10152.28426,40,168,91.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,114.0,40.0,168.0,40,0,0,0,0,0,0,2,80,2,336,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2666,53,62717,2,2,82,424,41,41,41.0,0.0,212,212,212.0,0.0,8067.987946,63.77856084,20905.66667,36203.61466,62710,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,31.88928042,31.88928042,41,212,109.4,93.66055733,8772.3,0,0,0,0,0,0,0,0,1,136.75,41.0,212.0,64,0,0,0,0,0,0,2,82,2,424,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2667,80,98698675,8,5,355,11595,355,0,44.375,125.5114537,10136,0,2319.0,4414.366206,121.0755869,0.131714028,8224889.583,28500000.0,98700000,1,98700000,14100000.0,37300000.0,98700000,1,30462,7615.5,8982.748299,18131,84,0,0,0,0,264,168,0.081054786,0.050659241,0,10136,853.5714286,2699.874177,7289320.571,0,0,0,0,1,0,0,0,0,919.2307692,44.375,2319.0,264,0,0,0,0,0,0,8,355,5,11595,251,235,1,32,988.0,0.0,988,988,98700000.0,0.0,98700000,98700000,0
2668,53,207,2,2,94,196,47,47,47.0,0.0,98,98,98.0,0.0,1400966.184,19323.6715,69.0,71.52621897,145,3,3,3.0,0.0,3,3,59,59.0,0.0,59,59,0,0,0,0,40,40,9661.835749,9661.835749,47,98,67.4,27.93385043,780.3,0,0,0,0,0,0,0,0,1,84.25,47.0,98.0,40,0,0,0,0,0,0,2,94,2,196,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2669,80,10,4,0,6,0,6,0,1.5,3.0,0,0,0.0,0.0,600000.0,400000.0,3.333333333,2.309401077,6,2,10,3.333333333,2.309401077,6,2,0,0.0,0.0,0,0,0,0,0,0,116,0,400000.0,0.0,0,6,1.2,2.683281573,7.2,0,0,0,0,1,0,0,0,0,1.5,1.5,0.0,116,0,0,0,0,0,0,4,6,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2670,443,110460716,12,12,72,0,6,6,6.0,0.0,0,0,0.0,0.0,0.651815438,0.217271813,4802639.826,5091238.958,10000000,34981,110000000,10000000.0,3993.084299,10000000,10000000,110000000,10000000.0,4144.933119,10000000,10000000,0,0,0,0,240,384,0.108635906,0.108635906,0,6,3.12,3.059411708,9.36,0,0,0,0,1,0,0,0,1,3.25,6.0,0.0,240,0,0,0,0,0,0,12,72,12,0,251,66,11,20,35279.72727,270.2994972,35943,34981,10000000.0,4115.984751,10000000,9996728,1
2671,443,5539208,8,6,616,4419,342,0,77.0,126.0918033,1460,0,736.5,777.8163665,908.9747126,2.527437135,426092.9231,1348162.557,4903860,3,5539208,791315.4286,1816749.741,4903860,3,320047,64009.4,86304.65878,170589,49,0,0,0,0,172,128,1.444249792,1.083187344,0,1460,335.6666667,582.3737959,339159.2381,0,0,0,1,0,0,0,0,0,359.6428571,77.0,736.5,172,0,0,0,0,0,0,8,616,6,4419,8192,4919,7,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2672,53,219,2,2,104,220,52,52,52.0,0.0,110,110,110.0,0.0,1479452.055,18264.84018,73.0,43.31281566,123,47,47,47.0,0.0,47,47,49,49.0,0.0,49,49,0,0,0,0,80,80,9132.420091,9132.420091,52,110,75.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,94.0,52.0,110.0,80,0,0,0,0,0,0,2,104,2,220,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,1
2673,55836,26,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,461538.4615,76923.07692,26.0,0.0,26,26,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,38461.53846,38461.53846,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,343,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2674,80,98732917,6,8,330,11595,312,0,55.0,125.93808,5792,0,1449.375,2046.673464,120.7803878,0.141796682,7594839.769,27400000.0,98700000,47,98700000,19700000.0,44100000.0,98700000,49,98700000,14100000.0,37300000.0,98700000,47,0,0,0,0,164,264,0.060770006,0.081026675,0,5792,795.4,1619.858451,2623941.4,1,0,0,0,0,0,0,0,1,852.2142857,55.0,1449.375,164,0,0,0,0,0,0,6,330,8,11595,0,235,3,20,11024.0,0.0,11024,11024,98700000.0,0.0,98700000,98700000,0
2675,80,48,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,64,0,41666.66667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2676,53,157,2,2,96,128,48,48,48.0,0.0,64,64,64.0,0.0,1426751.592,25477.70701,52.33333333,50.63924697,105,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,12738.8535,12738.8535,48,64,54.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,68.0,48.0,64.0,40,0,0,0,0,0,0,2,96,2,128,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2677,49358,67,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,179104.4776,29850.74627,67.0,0.0,67,67,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14925.37313,14925.37313,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,119,252,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2678,50244,488,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,24590.16393,4098.360656,488.0,0.0,488,488,488,488.0,0.0,488,488,0,0.0,0.0,0,0,0,0,0,0,40,0,4098.360656,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,545,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2679,80,84639265,7,6,377,11595,371,0,53.85714286,139.8647306,4344,0,1932.5,1754.831473,141.4473531,0.153593016,7053272.083,24400000.0,84500000,1,84500000,14100000.0,34500000.0,84500000,1,147579,29515.8,59888.39804,136314,32,0,0,0,0,220,200,0.082703932,0.070889084,0,4344,855.1428571,1459.8317,2131108.593,0,0,0,0,1,0,0,0,0,920.9230769,53.85714286,1932.5,220,0,0,0,0,0,0,7,377,6,11595,274,235,2,20,2004.0,0.0,2004,2004,84500000.0,0.0,84500000,84500000,0
2680,80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2681,80,2,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,64,0,1000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2682,80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2683,53,30794,2,2,60,320,30,30,30.0,0.0,160,160,160.0,0.0,12340.06625,129.8954342,10264.66667,17771.99599,30786,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,64.94771709,64.94771709,30,160,82.0,71.20393248,5070.0,0,0,0,0,0,0,0,0,1,102.5,30.0,160.0,64,0,0,0,0,0,0,2,60,2,320,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2684,80,153661,3,6,337,11595,337,0,112.3333333,194.5670407,5792,0,1932.5,2181.008184,77651.45352,58.57048958,19207.625,49010.90333,139988,2,13021,6510.5,9204.408971,13019,2,153647,30729.4,61347.23333,139988,46,0,0,0,0,104,200,19.52349653,39.04699306,0,5792,1193.2,1887.609529,3563069.733,0,0,0,1,0,0,0,0,2,1325.777778,112.3333333,1932.5,104,0,0,0,0,0,0,3,337,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2685,53,50726,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,3154.201001,78.85502504,16908.66667,29281.4736,50720,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,39.42751252,39.42751252,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2686,443,64356803,97,125,5160,181178,795,0,53.19587629,119.7768445,4230,0,1449.424,1092.216533,2895.389319,3.449518771,291207.2534,3967598.847,58800000,1,64400000,670383.3646,6016822.683,58800000,3,64300000,518762.5484,5297934.465,58900000,1,0,0,0,0,1976,2512,1.507222166,1.942296605,0,4230,835.5964126,1074.848227,1155298.71,0,0,0,1,0,0,0,0,1,839.3603604,53.19587629,1449.424,1976,0,0,0,0,0,0,97,5160,125,181178,8192,156,94,20,5373064.0,0.0,5373064,5373064,58800000.0,0.0,58800000,58800000,1
2687,80,84220411,9,7,680,11595,340,0,75.55555556,149.9259076,5792,0,1656.428571,2118.227235,145.7485169,0.1899777,5614694.067,21600000.0,83900000,1,84100000,10500000.0,29600000.0,83900000,1,362692,60448.66667,97318.86337,223946,14,0,0,0,0,296,232,0.106862456,0.083115244,0,5792,722.0588235,1530.839985,2343471.059,0,0,0,0,1,0,0,0,0,767.1875,75.55555556,1656.428571,296,0,0,0,0,0,0,9,680,7,11595,251,235,2,32,989.0,0.0,989,989,83900000.0,0.0,83900000,83900000,0
2688,443,116980819,24,21,4068,4137,1685,0,169.5,473.0736683,1460,0,197.0,437.9144894,70.13970384,0.384678449,2658654.977,4353358.681,10000000,2,117000000,5086122.565,5002387.891,10100000,4,112000000,5611582.25,5105075.104,10100000,2,0,0,0,0,500,432,0.205161839,0.179516609,0,1685,178.3695652,447.8031491,200527.6604,0,0,0,1,0,0,0,0,0,182.3333333,169.5,197.0,500,0,0,0,0,0,0,24,4068,21,4137,29200,5120,23,20,185780.3636,306753.6018,1110677,92973,10000000.0,6642.150665,10000000,9997469,1
